               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.095844,            0.023957,                   0,           0.0015556,             0.46667,            0.001393,          0.00028359,              0.0823,             0.01772,                   0,            0.049792,           0.0047922,           0.0047922
                  14,            0.092567,            0.021946,                   0,           0.0018889,             0.56667,           0.0021979,          0.00051147,            0.082589,            0.017105,                   0,            0.046082,           0.0050823,           0.0050823
                  15,            0.094606,            0.023889,                   0,           0.0018889,             0.56667,           0.0021979,          0.00051147,            0.082589,            0.017105,                   0,            0.042364,           0.0053644,           0.0053644
                  16,            0.091315,            0.020019,                   0,               0.002,                 0.6,           0.0040168,          0.00092053,            0.079693,            0.017103,                   0,            0.038639,           0.0056387,           0.0056387
                  17,            0.086562,            0.019834,                   0,           0.0022222,             0.66667,           0.0031748,          0.00063255,            0.077612,            0.016946,                   0,            0.034905,           0.0059051,           0.0059051
                  18,            0.087241,            0.021338,                   0,           0.0022222,             0.66667,           0.0031748,          0.00063255,            0.077612,            0.016946,                   0,            0.031163,           0.0061635,           0.0061635
                  19,            0.086508,            0.022364,                   0,           0.0025556,             0.76667,           0.0026906,           0.0006369,            0.077889,            0.016337,                   0,            0.027414,            0.006414,            0.006414
                  20,             0.08674,            0.022054,                   0,           0.0026667,                 0.8,           0.0085176,           0.0023237,            0.085571,            0.014837,                   0,            0.023657,           0.0066566,           0.0066566
                  21,            0.094518,            0.023937,                   0,           0.0026667,                 0.8,           0.0085176,           0.0023237,            0.085571,            0.014837,                   0,            0.019891,           0.0068913,           0.0068913
                  22,            0.088711,            0.019714,                   0,           0.0031111,             0.93333,            0.014017,           0.0034475,            0.070633,            0.016911,                   0,            0.016118,            0.007118,            0.007118
                  23,            0.082725,            0.020993,                   0,           0.0031111,             0.93333,            0.014017,           0.0034475,            0.070633,            0.016911,                   0,            0.012337,           0.0073369,           0.0073369
                  24,            0.084203,            0.023188,                   0,           0.0031111,             0.93333,           0.0052137,           0.0012385,            0.079412,             0.01512,                   0,           0.0085478,           0.0075478,           0.0075478
                  25,            0.082945,            0.024822,                   0,           0.0031111,             0.93333,           0.0052137,           0.0012385,            0.079412,             0.01512,                   0,            0.007525,            0.007525,            0.007525
                  26,            0.082738,            0.018829,                   0,           0.0033333,                   1,            0.023095,           0.0061836,            0.073056,            0.015985,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.081287,            0.018558,                   0,           0.0033333,                   1,            0.023095,           0.0061836,            0.073056,            0.015985,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.079441,            0.020696,                   0,           0.0032222,             0.96667,           0.0088776,           0.0026637,            0.072133,             0.01605,                   0,            0.007327,            0.007327,            0.007327
                  29,             0.07771,            0.024679,                   0,           0.0032222,             0.96667,           0.0088776,           0.0026637,            0.072133,             0.01605,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.074613,            0.024924,                   0,           0.0033333,                   1,            0.039658,            0.012089,            0.060256,            0.017412,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.073708,            0.023788,                   0,           0.0033333,                   1,            0.039658,            0.012089,            0.060256,            0.017412,                   0,             0.00703,             0.00703,             0.00703
                  32,              0.0663,            0.021934,                   0,           0.0032222,             0.96667,             0.03146,           0.0081788,            0.063092,            0.016459,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.064809,            0.023234,                   0,           0.0032222,             0.96667,             0.03146,           0.0081788,            0.063092,            0.016459,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.064296,             0.02192,                   0,           0.0033333,                   1,             0.07857,            0.025897,             0.05654,            0.017112,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.065078,            0.021324,                   0,           0.0033333,                   1,             0.07857,            0.025897,             0.05654,            0.017112,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.060047,            0.025646,                   0,           0.0033333,                   1,            0.093632,            0.030239,            0.057651,            0.016253,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.063429,            0.022699,                   0,           0.0033333,                   1,            0.093632,            0.030239,            0.057651,            0.016253,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.063177,            0.023483,                   0,           0.0033333,                   1,              0.1475,            0.064982,            0.055651,            0.016274,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.066246,              0.0237,                   0,           0.0033333,                   1,              0.1475,            0.064982,            0.055651,            0.016274,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.066411,            0.020708,                   0,           0.0033333,                   1,             0.12762,            0.041974,            0.060841,            0.014969,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.059926,            0.021813,                   0,           0.0033333,                   1,             0.12762,            0.041974,            0.060841,            0.014969,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.056189,            0.023257,                   0,            0.010515,                   1,             0.20846,            0.072926,            0.050284,            0.016221,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.061683,            0.021977,                   0,            0.010515,                   1,             0.20846,            0.072926,            0.050284,            0.016221,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.060086,             0.01904,                   0,            0.046666,             0.96667,             0.14397,            0.040422,            0.061396,            0.014258,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.059884,            0.023181,                   0,            0.046666,             0.96667,             0.14397,            0.040422,            0.061396,            0.014258,                   0,            0.005644,            0.005644,            0.005644
                  46,             0.05756,             0.02215,                   0,             0.20936,             0.83333,             0.24169,            0.090042,            0.050248,            0.015918,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.053081,            0.021822,                   0,             0.20936,             0.83333,             0.24169,            0.090042,            0.050248,            0.015918,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.054586,            0.020376,                   0,             0.24425,             0.58186,             0.25032,             0.10589,            0.048269,             0.01596,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.050385,            0.023155,                   0,             0.24425,             0.58186,             0.25032,             0.10589,            0.048269,             0.01596,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.055732,             0.02189,                   0,             0.24752,                 0.3,             0.29739,             0.11442,            0.057672,            0.014234,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.051913,            0.020914,                   0,             0.24752,                 0.3,             0.29739,             0.11442,            0.057672,            0.014234,                   0,             0.00505,             0.00505,             0.00505
                  52,             0.05386,            0.023051,                   0,             0.31447,                 0.4,             0.35167,             0.16456,            0.048762,            0.015357,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.060148,             0.02286,                   0,             0.31447,                 0.4,             0.35167,             0.16456,            0.048762,            0.015357,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.054466,            0.022734,                   0,             0.47974,             0.43042,             0.46357,             0.20442,            0.046895,            0.015208,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.049997,            0.019894,                   0,             0.47974,             0.43042,             0.46357,             0.20442,            0.046895,            0.015208,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.052375,            0.020366,                   0,             0.47864,             0.36667,             0.51554,             0.23932,            0.044479,             0.01553,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.050748,            0.023183,                   0,             0.47864,             0.36667,             0.51554,             0.23932,            0.044479,             0.01553,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.051005,            0.017689,                   0,             0.48865,             0.46667,             0.55443,              0.2466,            0.046794,            0.015132,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.049536,            0.021507,                   0,             0.48865,             0.46667,             0.55443,              0.2466,            0.046794,            0.015132,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.050514,            0.020312,                   0,             0.47554,             0.53333,             0.55398,             0.27987,            0.041309,              0.0155,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.049783,            0.020046,                   0,             0.47554,             0.53333,             0.55398,             0.27987,            0.041309,              0.0155,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.049215,            0.022741,                   0,             0.62546,             0.50103,             0.59557,             0.32018,            0.045795,            0.014681,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.048272,            0.018281,                   0,             0.62546,             0.50103,             0.59557,             0.32018,            0.045795,            0.014681,                   0,            0.003862,            0.003862,            0.003862
                  64,             0.04844,            0.020076,                   0,             0.62863,             0.50806,              0.5813,             0.25286,            0.039202,            0.015442,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.045987,             0.01965,                   0,             0.62863,             0.50806,              0.5813,             0.25286,            0.039202,            0.015442,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.047102,            0.018792,                   0,             0.63025,                 0.6,             0.62807,              0.2991,            0.039088,            0.015244,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.043996,            0.024092,                   0,             0.63025,                 0.6,             0.62807,              0.2991,            0.039088,            0.015244,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.045407,            0.018753,                   0,             0.61404,             0.53333,             0.63374,             0.35084,            0.037439,            0.015237,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.046907,             0.01993,                   0,             0.61404,             0.53333,             0.63374,             0.35084,            0.037439,            0.015237,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.045574,            0.017995,                   0,              0.6348,                 0.6,             0.65344,             0.25115,            0.036494,            0.015254,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.045168,            0.018531,                   0,              0.6348,                 0.6,             0.65344,             0.25115,            0.036494,            0.015254,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.048267,            0.020675,                   0,             0.67993,             0.63333,             0.67844,             0.41213,            0.037191,            0.014628,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.044627,            0.020279,                   0,             0.67993,             0.63333,             0.67844,             0.41213,            0.037191,            0.014628,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.043741,            0.020695,                   0,             0.69076,                 0.6,              0.6865,             0.38394,            0.032641,            0.015109,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.042116,             0.02149,                   0,             0.69076,                 0.6,              0.6865,             0.38394,            0.032641,            0.015109,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.041307,            0.022903,                   0,             0.62687,                 0.6,             0.69333,             0.39895,            0.032876,            0.014864,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.044631,            0.022214,                   0,             0.62687,                 0.6,             0.69333,             0.39895,            0.032876,            0.014864,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.041206,            0.021802,                   0,             0.73833,             0.56443,              0.7102,             0.45057,            0.031707,            0.014801,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.039845,            0.021625,                   0,             0.73833,             0.56443,              0.7102,             0.45057,            0.031707,            0.014801,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.041446,            0.020867,                   0,             0.71393,             0.66556,             0.71884,             0.47279,            0.031395,            0.014647,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.040575,              0.0177,                   0,             0.71393,             0.66556,             0.71884,             0.47279,            0.031395,            0.014647,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.041413,            0.022805,                   0,             0.73919,             0.63333,             0.72351,             0.38815,            0.031749,            0.014568,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.038938,            0.016102,                   0,             0.73919,             0.63333,             0.72351,             0.38815,            0.031749,            0.014568,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.040031,            0.018436,                   0,             0.71707,             0.56667,             0.73462,             0.46083,            0.031569,            0.014434,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.039556,            0.022583,                   0,             0.71707,             0.56667,             0.73462,             0.46083,            0.031569,            0.014434,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.037335,            0.021333,                   0,             0.71561,             0.67116,             0.74048,             0.50093,            0.029592,            0.014502,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.03617,            0.019188,                   0,             0.71561,             0.67116,             0.74048,             0.50093,            0.029592,            0.014502,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.037555,            0.023194,                   0,             0.71977,             0.68523,             0.74312,              0.5041,            0.029097,            0.014449,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.037158,            0.016853,                   0,             0.71977,             0.68523,             0.74312,              0.5041,            0.029097,            0.014449,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.041377,            0.016906,                   0,             0.64404,                 0.7,             0.73769,             0.49456,            0.029657,            0.014283,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.041016,            0.017409,                   0,             0.64404,                 0.7,             0.73769,             0.49456,            0.029657,            0.014283,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.043638,             0.01974,                   0,             0.67672,             0.73333,               0.748,              0.5172,            0.028295,            0.014313,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.039219,            0.022477,                   0,             0.67672,             0.73333,               0.748,              0.5172,            0.028295,            0.014313,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.038251,             0.01603,                   0,             0.70925,                 0.7,             0.74206,             0.51252,            0.028151,            0.014308,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.036467,            0.018319,                   0,             0.70925,                 0.7,             0.74206,             0.51252,            0.028151,            0.014308,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.035794,            0.019261,                   0,             0.72257,                 0.7,             0.74252,             0.51209,            0.028048,            0.014272,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.036984,            0.021178,                   0,             0.72257,                 0.7,             0.74252,             0.51209,            0.028048,            0.014272,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.038772,            0.019062,                   0,              0.7178,             0.66667,             0.74558,             0.51565,            0.027957,            0.014242,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.036715,            0.018434,                   0,              0.7178,             0.66667,             0.74558,             0.51565,            0.027957,            0.014242,                   0,            0.000298,            0.000298,            0.000298
